Mini Fabrica,Codigo Item,Descricao Item,Tipo Unidade,Codigo Cor,Descricao Cor,Tam,Deve (Abast),Saldo em Casa,Origem do Saldo
Mini Fabrica - 50,128938,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21),,35312,BRANCO OFF 526,,-131.795,24.00000,nacional
Mini Fabrica - 50,128938,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21),,83517,CREME 985,,-27.149,0.00000,nacional
Mini Fabrica - 50,128938,NAPA FLOATHER NATURE PU 1.0 (MD P/V 20/21),,100196,AVELA 1248,,-9.967,0.00000,nacional
Mini Fabrica - 50,135523,NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO,,15745,PRETO 01,,-7.07,120.00000,nacional
Mini Fabrica - 50,143717,METALIZADO LONDON PU 0.9,,66,DOURADO,,-2.279,20.80000,nacional
Mini Fabrica - 50,168873,NAPA CALF PU 0.9 ( P/V 24/25),,15745,PRETO 01,,-82.304,0.00000,nacional
Mini Fabrica - 50,168873,NAPA CALF PU 0.9 ( P/V 24/25),,35312,BRANCO OFF 526,,-111.414,0.00000,nacional
Mini Fabrica - 50,168873,NAPA CALF PU 0.9 ( P/V 24/25),,95373,CAMEL 1165,,-34.613,40.00000,nacional
Mini Fabrica - 50,168873,NAPA CALF PU 0.9 ( P/V 24/25),,101321,CHOCOLATE 1271,,-28.41,28.00000,nacional
Mini Fabrica - 50,168873,NAPA CALF PU 0.9 ( P/V 24/25),,102051,AREIA 1286,,-19.017,0.00000,nacional
Mini Fabrica - 50,168873,NAPA CALF PU 0.9 ( P/V 24/25),,107610,OLIVE 1469,,-25.656,10.00000,nacional
Mini Fabrica - 50,168873,NAPA CALF PU 0.9 ( P/V 24/25),,107613,TERRACOTA 1477,,-28.485,160.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,15745,PRETO 01,,-4.791,0.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,35312,BRANCO OFF 526,,-119.233,0.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,95373,CAMEL 1165,,-12.615,1.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,101321,CHOCOLATE 1271,,-98.151,0.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,103102,CHERRY 1335,,-1.334,104.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,105704,OSTRA 1431,,-14.502,0.00000,nacional
Mini Fabrica - 50,183344,NAPA GARDA PU 1.0 (V P/V 24/25),,107611,SOLARE 1468,,-3.237,51.00000,nacional
Mini Fabrica - 50,186388,NAPA FLOATHER VENEZIA PU 0.9 (MD O/I 25),,15745,PRETO 01,,-0.97,0.00000,nacional
Mini Fabrica - 50,186388,NAPA FLOATHER VENEZIA PU 0.9 (MD O/I 25),,104177,ROSA 1400,,-0.878,36.00000,nacional
Mini Fabrica - 50,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,23146,OURO ROSADO,,-24.331,0.00000,nacional
Mini Fabrica - 50,192801,BRILHO ITALIA PU 0.9 (P/V 25/26),,104337,BRONZE 1402,,-15.655,62.00000,nacional
Mini Fabrica - 50,195432,NAPA LEZARD GRECIA PU 0.9 (B P/V 24/25),,15745,PRETO 01,,-22.45,0.00000,nacional
Mini Fabrica - 50,195432,NAPA LEZARD GRECIA PU 0.9 (B P/V 24/25),,95373,CAMEL 1165,,-4.075,35.00000,nacional
Mini Fabrica - 50,195876,NAPA TRESSE BERLIM PU 1.2 (MD O/I 26),,100196,AVELA 1248,,-8.544,0.00000,nacional
Mini Fabrica - 50,196770,NAPA ONCA GRECIA PU 0.9 (B P/V 24/25),,96942,MULTI CAMEL 1165,,-5.636,42.00000,nacional
Mini Fabrica - 50,197082,NAPA LEZARD EVORA PU 1.0 (MD O/I 26),,35312,BRANCO OFF 526,,-5.16,0.00000,nacional
Mini Fabrica - 68,44187,"CACHAREL SOFT(B P/V 11/12)+ESP PU 1,5 D30+SPONL 40GR ANTI-MICROBIANO",,35313,CREME 516,,-2.95,294.00000,nacional
Mini Fabrica - 68,58623,FORRO MILANO PU 0.7(B O/I 2014)+FILME TPU SC 50,,29452,BEGE 435,,-0.12,25.00000,nacional
Mini Fabrica - 68,135523,NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO,,15745,PRETO 01,,-38.6,120.00000,nacional
Mini Fabrica - 68,135523,NAPA GENEBRA PU 1.2 (B O/I 2020) - IMPORTADO,,106992,BURGUNDY 1454,,-2.8,0.00000,nacional
Mini Fabrica - 68,166846,PECA TRAS+VISTA+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4842.101,PAR,98071,BRANCO 99/PEACH 1216- VIOLETA 1221- BRANCO 99,2,-61.0,0.00000,nacional
Mini Fabrica - 68,172315,PECA TRAS EXT+ETIQ IMPRESSAO ACTVITTA(NP FLOT RUST)L.4914.220,PAR,100093,PRETO 01/GRAFITE 989- CINZA 1240,1,-79.0,0.00000,nacional
Mini Fabrica - 68,172897,NAPA GENEBRA PU 1.2+TECIDO LECCE,,15758,PRETO 01/PRETO 01,,-105.654,0.00000,nacional
Mini Fabrica - 68,172897,NAPA GENEBRA PU 1.2+TECIDO LECCE,,107428,BURGUNDY 1454/PRETO 01,,-6.76,12.40000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,104249,COBALTO 1319/ROSA 1236,2,-20.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,104694,PRETO 01/PRATA 1320,2,-319.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,104694,PRETO 01/PRATA 1320,3,-295.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,107716,CHUMBO 1321/ROSA ANTIGO 1329,2,-33.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,107716,CHUMBO 1321/ROSA ANTIGO 1329,3,-59.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,107716,CHUMBO 1321/ROSA ANTIGO 1329,4,-30.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,109942,HIBISCO 1496/BRANCO 99,1,-6.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,109942,HIBISCO 1496/BRANCO 99,2,-12.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,109942,HIBISCO 1496/BRANCO 99,3,-13.0,0.00000,nacional
Mini Fabrica - 68,186850,PECA DET+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.100(ACT 0/I 25),PAR,109942,HIBISCO 1496/BRANCO 99,4,-5.0,0.00000,nacional
Mini Fabrica - 68,187144,PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103,PAR,109083,ALFAZEMA 1497/COBALTO 1319- VERDE AGUA 752,1,-3.0,0.00000,nacional
Mini Fabrica - 68,187144,PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103,PAR,109083,ALFAZEMA 1497/COBALTO 1319- VERDE AGUA 752,2,-6.0,0.00000,nacional
Mini Fabrica - 68,187144,PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103,PAR,109083,ALFAZEMA 1497/COBALTO 1319- VERDE AGUA 752,3,-3.0,0.00000,nacional
Mini Fabrica - 68,187144,PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103,PAR,110141,CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132,1,-3.0,0.00000,nacional
Mini Fabrica - 68,187144,PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103,PAR,110141,CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132,2,-6.0,0.00000,nacional
Mini Fabrica - 68,187144,PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103,PAR,110141,CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132,3,-6.0,0.00000,nacional
Mini Fabrica - 68,187144,PECA VISTA+LOGO+IMPRESSAO ACTVITTA(FILME AUSTRALIA)L.4853.103,PAR,110141,CAMEL 1528/BRANCO OFF 1132-BRANCO OFF 1132,4,-1.0,0.00000,nacional
Mini Fabrica - 68,190730,PECA VISTA LAT EXT IMPRESSAO ACTVITTA(NP FLOT RUST NEO+TACK)L.4829.527,PAR,104701,COBALTO 1319/TURQUESA 1315- VIOLETA 1221,1,-16.0,0.00000,nacional
Mini Fabrica - 68,192017,CAMURCAO LONDON PU 1.2(M O/I,,107133,CARAMELO,,-2.416,0.00000,nacional
Mini Fabrica - 68,196366,PECA VISTA+LAT.+ET. IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4829.331,PAR,107483,PRETO 01/VIOLETA 1221- TURQUESA 1315,1,-16.0,0.00000,nacional
Mini Fabrica - 68,196366,PECA VISTA+LAT.+ET. IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4829.331,PAR,107483,PRETO 01/VIOLETA 1221- TURQUESA 1315,3,-10.0,0.00000,nacional
Mini Fabrica - 68,196814,NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE,,15758,PRETO 01/PRETO 01,,-13.52,25.00000,nacional
Mini Fabrica - 68,196814,NAPA BERLIM CROCO MILAO PU 1.2 (B O/I 2026)+TECIDO LECCE,,84081,CAFE 987/PRETO 01,,-3.52,0.00000,nacional
Mini Fabrica - 68,197280,CAMURCAO LONDON PU 1.2 (V O/I 25) -IMPORTADO.,,106596,CARAMELO 1450,,-1.0,0.00000,nacional
Mini Fabrica - 69,184731,PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA L.4836.113,PAR,103570,PRETO 01/DOURADO 1334,0,-1095.0,0.00000,nacional
Mini Fabrica - 69,188235,PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA SEM FILME) L.4853.104,PAR,17689,PRETO 01/BRANCO 99,0,-8.0,0.00000,nacional
Mini Fabrica - 69,188235,PECA ETIQUETA+IMPRESSAO ACTVITTA(PVC AUSTRALIA SEM FILME) L.4853.104,PAR,93562,MARINHO 1128/BRANCO 99,0,-4.0,0.00000,nacional
Mini Fabrica - 69,192552,PECA VISTA+IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4917.118,PAR,94023,PRETO 01/AREIA 1137,3,-197.0,0.00000,nacional
Mini Fabrica - 69,196153,PECA VISTA+LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.101,PAR,107408,PRETO 01/CORAL NEON 957- CHUMBO 1321,2,-80.0,0.00000,nacional
Mini Fabrica - 69,196153,PECA VISTA+LATERAL IMPRESSAO ACTVITTA(PVC AUSTRALIA)L.4946.101,PAR,107408,PRETO 01/CORAL NEON 957- CHUMBO 1321,3,-57.0,0.00000,nacional
Mini Fabrica - 69,196187,PECA ETIQ.+IMP.ACTVITTA(PVC AUSTRALIA S/FILME)L.4859.202,PAR,103640,PRETO 01/CINZA CLARO 1322,0,-270.0,0.00000,nacional
Mini Fabrica - 69,196484,PECA VISTA IMPRESSAO ACTVITTA (PVC AUSTRALIA)L.4853.108,PAR,104361,PRETO 01/TURQUESA 1315- VIOLETA 1221,4,-1.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,108833,PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132,1,-12.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,108833,PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132,2,-65.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,108833,PTO 01/PTO 01-CHUM.1321- CAM.778- CARAM.1202-BRANCO OFF 1132,3,-21.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,1,-7.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,2,-15.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,3,-14.0,0.00000,nacional
Mini Fabrica - 69,202019,LAT.+VISTA DIR/ESQ. IMPRES.ACTVITTA(NAP.FLOT RUST.NEO 1.4+VELVET)L.4917.119,PAR,109806,MARINHO1128/MAR.11 28-IRON1452- CAR.1202-BRCO OFF 1132,4,-8.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,21007,BRANCO 99/PRETO 01,2,-12.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,21007,BRANCO 99/PRETO 01,4,-16.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,93562,MARINHO 1128/BRANCO 99,2,-82.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,93718,PRETO 01/BRANCO OFF 1132,2,-1110.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,93718,PRETO 01/BRANCO OFF 1132,4,-558.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,108584,CAMEL 778/BRANCO OFF 1132,2,-296.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,108584,CAMEL 778/BRANCO OFF 1132,4,-288.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,109236,BRANCO OFF 1132/CAMEL 778,2,-6.0,0.00000,nacional
Mini Fabrica - 69,203227,ETIQ.+IMPR.ACTVITTA (AUSTRALIA S/FILME)TAM2:37/40 TAM4:41/44 L.4935.111,PAR,109236,BRANCO OFF 1132/CAMEL 778,4,-6.0,0.00000,nacional
